Python 3.7.3 (/usr/bin/python3)
>>> %cd /home/pi/Documents
>>> %Run python-example.py
[735.0, 1146.0, 1833.0, 2751.0, 4194.0, 3255.0, 2904.0, 3384.0, 0.0, 0.0, 0.0]
[735.0, 1149.0, 1833.0, 2751.0, 4194.0, 3255.0, 2904.0, 3384.0, 0.0, 0.0, 0.0]
[735.0, 1152.0, 1833.0, 2751.0, 4194.0, 3258.0, 2904.0, 3384.0, 0.0, 0.0, 0.0]
[735.0, 1152.0, 1833.0, 2751.0, 4197.0, 3258.0, 2904.0, 3384.0, 0.0, 0.0, 0.0]
[735.0, 1152.0, 1833.0, 2751.0, 4197.0, 3261.0, 2904.0, 3384.0, 0.0, 0.0, 0.0]
[735.0, 1152.0, 1833.0, 2751.0, 4197.0, 3264.0, 2907.0, 3387.0, 0.0, 0.0, 0.0]
[735.0, 1152.0, 1833.0, 2751.0, 4197.0, 3264.0, 2907.0, 3384.0, 0.0, 0.0, 0.0]
[738.0, 1155.0, 1830.0, 2751.0, 4197.0, 3264.0, 2904.0, 3384.0, 0.0, 0.0, 0.0]
[738.0, 1155.0, 1830.0, 2751.0, 4197.0, 3261.0, 2904.0, 3384.0, 0.0, 0.0, 0.0]
[747.0, 1167.0, 1833.0, 2751.0, 4197.0, 3261.0, 2907.0, 3387.0, 0.0, 0.0, 0.0]
[741.0, 1164.0, 1833.0, 2754.0, 4197.0, 3261.0, 2907.0, 3387.0, 0.0, 0.0, 0.0]
[738.0, 1158.0, 1833.0, 2754.0, 4197.0, 3261.0, 2904.0, 3384.0, 0.0, 0.0, 0.0]
[735.0, 1155.0, 1830.0, 2751.0, 4197.0, 3261.0, 2904.0, 3384.0, 0.0, 0.0, 0.0]
[735.0, 1152.0, 1830.0, 2748.0, 4197.0, 3261.0, 2901.0, 3384.0, 0.0, 0.0, 0.0]
[735.0, 1149.0, 1830.0, 2748.0, 4194.0, 3261.0, 2904.0, 3384.0, 0.0, 0.0, 0.0]
[735.0, 1149.0, 1830.0, 2745.0, 4194.0, 3261.0, 2901.0, 3384.0, 0.0, 0.0, 0.0]
[735.0, 1149.0, 1830.0, 2748.0, 4194.0, 3261.0, 2901.0, 3384.0, 0.0, 0.0, 0.0]
[735.0, 1149.0, 1830.0, 2745.0, 4194.0, 3258.0, 2904.0, 3384.0, 0.0, 0.0, 0.0]
[735.0, 1149.0, 1830.0, 2748.0, 4194.0, 3255.0, 2904.0, 3384.0, 0.0, 0.0, 0.0]
[735.0, 1149.0, 1830.0, 2748.0, 4194.0, 3255.0, 2904.0, 3384.0, 0.0, 0.0, 0.0]
[735.0, 1152.0, 1830.0, 2748.0, 4194.0, 3255.0, 2904.0, 3384.0, 0.0, 0.0, 0.0]
[735.0, 1152.0, 1830.0, 2748.0, 4194.0, 3258.0, 2904.0, 3384.0, 0.0, 0.0, 0.0]
[735.0, 1152.0, 1830.0, 2751.0, 4194.0, 3261.0, 2904.0, 3384.0, 0.0, 0.0, 0.0]
[735.0, 1152.0, 1830.0, 2751.0, 4194.0, 3261.0, 2904.0, 3384.0, 0.0, 0.0, 0.0]
[735.0, 1149.0, 1830.0, 2751.0, 4194.0, 3261.0, 2904.0, 3384.0, 0.0, 0.0, 0.0]
[735.0, 1149.0, 1833.0, 2751.0, 4194.0, 3261.0, 2904.0, 3384.0, 0.0, 0.0, 0.0]
[738.0, 1158.0, 1836.0, 2751.0, 4194.0, 3261.0, 2904.0, 3384.0, 0.0, 0.0, 0.0]
[747.0, 1167.0, 1839.0, 2751.0, 4194.0, 3261.0, 2904.0, 3384.0, 0.0, 0.0, 0.0]
[762.0, 1176.0, 1842.0, 2757.0, 4194.0, 3258.0, 2904.0, 3384.0, 0.0, 0.0, 0.0]
[759.0, 1179.0, 1839.0, 2754.0, 4194.0, 3258.0, 2904.0, 3384.0, 0.0, 0.0, 0.0]
[756.0, 1182.0, 1839.0, 2754.0, 4167.0, 3258.0, 2904.0, 3384.0, 0.0, 0.0, 0.0]
[750.0, 1164.0, 1836.0, 2757.0, 4125.0, 3258.0, 2904.0, 3384.0, 0.0, 0.0, 0.0]
[741.0, 1161.0, 1836.0, 2751.0, 4104.0, 3255.0, 2904.0, 3384.0, 0.0, 0.0, 0.0]
[744.0, 1164.0, 1836.0, 2751.0, 4053.0, 3255.0, 2904.0, 3381.0, 0.0, 0.0, 0.0]
[750.0, 1170.0, 1836.0, 2751.0, 4035.0, 3258.0, 2904.0, 3384.0, 0.0, 0.0, 0.0]
[747.0, 1164.0, 1836.0, 2754.0, 4038.0, 3258.0, 2904.0, 3384.0, 0.0, 0.0, 0.0]
